club_name,name,wage,age,pace,shooting,passing,dribbling,position,joined,contract,nationality,preferred_foot,international_reputation
Newell's Old Boys,NicolÃ¡s Federico Castro,3000,20,61,63,66,66,LCM,2019-01-02,2022,Argentina,Right,1
Club AtlÃ©tico LanÃºs,Franco Orozco,3000,19,79,62,57,70,SUB,2020-01-05,2023,Argentina,Right,1
GuaireÃ±a FC,Carlos AgustÃ­n Duarte MartÃ­nez,500,38,55,67,51,69,SUB,2019-01-01,2021,Paraguay,Right,1
Club AtlÃ©tico Palmaflor,Adalid Terrazas Abasto,500,20,60,64,59,63,RCM,2020-01-01,2021,Bolivia,Right,1
Universidad TÃ©cnica de Cajamarca,AdriÃ¡n Junior GutiÃ©rrez Toledo,500,21,72,30,53,58,LB,2021-01-01,2021,Peru,Left,1
Deportivo La Guaira FC,Jon Mikel Aramburu MejÃ­as,500,18,71,46,58,61,SUB,2020-01-01,2022,Venezuela,Right,1
Deportivo La Guaira FC,YohÃ¡n Eduardo Cumana HernÃ¡ndez,500,25,72,52,62,65,LWB,2017-07-01,2022,Venezuela,Left,1
Club AtlÃ©tico Rentistas,Lucas ElÃ­as Morales Villalba,500,27,69,35,50,65,LB,2016-02-05,2022,Uruguay,Left,1
Guayaquil City FC,Kevin JosuÃ© Sambonino TerÃ¡n,500,21,63,37,56,54,SUB,2018-01-01,2024,Ecuador,Right,1
Sociedad Deportiva Aucas,Luis Ãngel Cano Quintana,500,21,67,61,59,66,LW,2021-01-13,2025,Ecuador,Left,1
Club Universitario de Deportes,Jorge Salvador Murrugarra Torres,500,24,61,51,59,59,RCM,2021-01-15,2022,Peru,Right,1
Metropolitanos de Caracas FC,Albert JosÃ© GonzÃ¡lez Zamora,500,24,60,25,50,45,SUB,2020-01-13,2022,Venezuela,Right,1
Metropolitanos de Caracas FC,Luis AndrÃ©s GonzÃ¡lez GonzÃ¡lez,500,28,64,63,62,65,SUB,2020-01-30,2021,Venezuela,Right,1
Tokushima Vortis,Masaki Watai,1000,21,69,63,65,67,CAM,2018-02-01,2022,Japan,Right,1
Tokushima Vortis,Yudai Konishi,1000,23,75,62,67,68,SUB,2017-02-01,2022,Japan,Left,1
Club Deportivo GuabirÃ¡,Diego JosuÃ© Hoyos,500,28,66,62,63,64,SUB,2020-01-01,2022,Bolivia,Right,1
Urawa Red Diamonds,æ˜Žæœ¬ è€ƒæµ©,3000,23,77,64,62,65,SUB,2021-01-06,2022,Japan,Left,1
FC Utrecht,Benaissa Benamar,3000,24,73,28,46,51,SUB,2021-01-06,2023,Morocco,Right,1
Avispa Fukuoka,Yuya Yamagishi,2000,27,50,67,46,61,LS,2020-10-06,2022,Japan,Right,1
Club AtlÃ©tico de San Luis,JesÃºs Fernando PiÃ±uelas Sandoval,3000,23,61,34,44,47,RCB,2021-01-01,2021,Mexico,Right,1
Club AtlÃ©tico Palmaflor,Gerardo Maximiliano GÃ³mez,500,33,64,50,65,61,SUB,2021-01-02,2021,Argentina,Right,1
KAA Gent,Yonas Malede,5000,21,74,64,60,68,SUB,2021-01-15,2025,Israel,Right,1
Deportivo TÃ¡chira FC,Freddy ElÃ­as GÃ³ndola Smith,500,25,82,63,52,64,SUB,2021-01-01,2021,Panama,Right,1
Racing Club de Lens,Christopher Maurice Wooh,3000,19,72,38,51,59,SUB,2021-07-01,2025,France,Right,1
FC NordsjÃ¦lland,Andreas RÃ¦dergÃ¥rd Schjelderup,500,17,72,58,60,68,LS,2020-07-08,2023,Norway,Right,1
Platense,Juan Infante,3000,25,74,50,51,58,LB,2014-07-01,2023,Argentina,Left,1
Club AtlÃ©tico Banfield,Ramiro Enrique Paz,3000,20,68,67,58,65,SUB,2021-02-12,2023,Argentina,Right,1
Arsenal de SarandÃ­,GastÃ³n AmÃ©rico BenavÃ­dez,3000,25,65,36,52,59,RB,2017-07-01,2022,Argentina,Right,1
Arsenal de SarandÃ­,Bruno Christian SepÃºlveda,3000,28,55,67,48,60,SUB,2017-07-01,2022,Argentina,Right,1
Club AtlÃ©tico Central CÃ³rdoba,Milton GimÃ©nez,4000,24,52,68,42,57,RS,2015-07-01,2022,Argentina,Right,1
Platense,Franco Baldasarra,3000,22,67,58,63,64,RM,2019-01-01,2024,Argentina,Right,1
WisÅ‚a KrakÃ³w,Michal Å kvarka,2000,28,68,54,66,66,LCM,2021-07-06,2023,Slovakia,Right,1
Paris Saint-Germain,Ã‰douard Michut,6000,18,65,53,64,71,RES,2020-07-01,2025,France,Right,1
Sport Huancayo,Luis Enrique Campos Mendiola,500,20,74,48,55,61,SUB,2021-01-01,2022,Peru,Left,1
Montevideo City Torque,Franco Catarozzi Parafita,500,21,70,55,58,66,LCM,2020-01-01,2022,Uruguay,Left,1
Deportivo TÃ¡chira FC,Maurice JesÃºs Cova SÃ¡nchez,500,28,71,55,70,65,RCM,2021-02-01,2021,Venezuela,Right,1
FC Groningen,Neraysho Meritchio Kasanwirjo,1000,19,72,40,44,58,LCB,2021-07-01,2024,Netherlands,Right,1
Olympique Lyonnais,Junior Castello Lukeba,4000,18,66,35,52,56,SUB,2021-07-01,2024,France,Left,1
Seraing,Yahya Nadrani,3000,24,69,23,41,57,CB,2019-01-02,2022,France,Right,1
AD AlcorcÃ³n,Abdel Al Badaoui,3000,25,73,62,62,66,SUB,2021-07-31,2024,Morocco,Right,1
Go Ahead Eagles,Ragnar Oratmangoen,2000,23,76,60,63,66,LW,2021-07-01,2023,Netherlands,Right,1
UD Ibiza,Ekain Zenitagoia Arana,2000,27,71,66,55,66,SUB,2020-08-14,2022,Spain,Right,1
Genoa,Yayah Kallon,4000,20,67,66,55,71,SUB,2021-05-22,2022,Sierra Leone,Left,1
N.E.C. Nijmegen,Dirk Proper,2000,19,75,44,54,63,LDM,2020-01-06,2023,Netherlands,Right,1
SC Bastia,Stephen Quemper,2000,28,76,35,58,64,LB,2019-05-28,2022,France,Left,1
SC Bastia,KÃ©vin Schur,2000,30,78,60,59,63,SUB,2018-07-05,2023,France,Right,1
Club Universidad Nacional,Higor Matheus MeritÃ£o,3000,27,61,60,61,55,SUB,2021-07-01,2025,Brazil,Left,1
SK Austria Klagenfurt,Patrick Greil,3000,24,67,59,64,67,CAM,2018-07-01,2022,Austria,Right,1
FC Vizela,Francis Cann,2000,23,83,61,54,68,SUB,2017-01-01,2023,Ghana,Left,1
FC U Craiova 1948,Radu Negru,2000,22,82,38,56,57,RB,2018-07-01,2024,Romania,Right,1
FC U Craiova 1948,DragoÈ™ Albu,2000,20,71,56,65,63,CDM,2020-07-14,2024,Romania,Left,1
N.E.C. Nijmegen,Cas Odenthal,2000,20,58,29,46,54,LCB,2019-07-01,2022,Netherlands,Right,1
Real Sociedad B,BeÃ±at Turrientes Imaz,1000,19,68,48,67,66,CDM,2021-01-01,2025,Spain,Right,1
Real Sociedad B,Jon Karrikaburu,900,18,65,65,47,63,ST,2020-07-01,2026,Spain,Right,1
Hajduk Split,Ivan DolÄek,500,21,75,54,58,67,SUB,2019-07-01,2023,Croatia,Left,1
Hajduk Split,Marin LjubiÄiÄ‡,500,19,76,66,47,58,SUB,2021-01-07,2026,Croatia,Right,1
GZT Giresunspor,Sergen PiÃ§inciol,3000,25,60,32,43,48,SUB,2020-09-04,2022,Turkey,Right,1
GZT Giresunspor,Mamadou Diarra,3000,23,56,32,48,50,RCB,2020-09-04,2022,Senegal,Right,1
Bruk-Bet Termalica Nieciecza,Adam RadwaÅ„ski,2000,23,77,60,61,65,LCM,2020-08-21,2022,Poland,Right,1
FC Twente,Manfred Ugalde,2000,19,79,67,51,67,SUB,2020-07-01,2025,Costa Rica,Right,1
Huddersfield Town,Levi Colwill,750,18,67,34,56,60,LCB,2020-02-26,2025,England,Left,1
Pau FC,Jovan NiÅ¡iÄ‡,1000,23,73,51,64,67,SUB,2021-07-01,2022,Serbia,Right,1
FC Red Bull Salzburg,Bryan Okoh,2000,18,79,31,53,60,RES,2019-07-01,2022,Switzerland,Left,1
WisÅ‚a PÅ‚ock,Anton Krivotsyuk,1000,22,82,35,51,57,LCB,2021-07-01,2023,Azerbaijan,Left,1
PEC Zwolle,Mees de Wit,2000,23,77,41,59,64,SUB,2021-07-06,2023,Netherlands,Left,1
RZ Pellets Wolfsberger AC,Tai Baribo,5000,23,69,67,41,63,LS,2021-07-09,2023,Israel,Right,1
Moreirense FC,Godfried Frimpong,3000,22,71,39,45,64,SUB,2021-07-13,2025,Netherlands,Left,1
FC Lokomotiv Moscow,Maxim Nenakhov,9000,22,69,41,54,61,RES,2021-07-01,2024,Russia,Right,1
Belenenses SAD,Alioune Ndour,2000,20,57,65,47,59,ST,2020-10-20,2025,Senegal,Right,1
SD Ponferradina,JosÃ© Manuel Arias Copete,2000,21,62,32,49,52,LCB,2021-06-30,2024,Spain,Left,1
Newell's Old Boys,Facundo Mansilla,3000,22,55,31,43,51,LCB,2021-07-18,2022,Argentina,Left,1
Aalborg BK,Milan MakariÄ‡,4000,25,67,65,50,64,LS,2021-07-16,2025,Serbia,Right,1
Boca Juniors,AgustÃ­n SÃ¡ndez,3000,20,65,38,43,61,RES,2020-09-14,2025,Argentina,Left,1
Brentford,Myles Peart-Harris,4000,18,72,64,64,64,RES,2021-07-23,2025,England,Right,1
FC Arouca,Or Dasa,2000,22,76,64,58,68,SUB,2021-07-24,2024,Israel,Right,1
Clube Sport MarÃ­timo,Ricardo Viana Filho,2000,20,56,66,54,63,RES,2021-09-01,2022,Brazil,Right,1
Shakhtar Donetsk,Yukhym Konoplia,500,21,77,42,50,57,SUB,2019-07-01,2022,Ukraine,Right,1
Yukatel Kayserispor,GÃ¶khan SazdaÄŸÄ±,4000,26,67,63,65,68,ST,2021-07-01,2022,Turkey,Right,1
Chennaiyin FC,Slavko DamjanoviÄ‡,750,28,62,44,49,54,LCB,2021-08-05,2022,Serbia,Left,1
Gil Vicente FC,Marcelo Ribeiro dos Santos,3000,23,63,69,47,60,SUB,2021-08-07,2023,Brazil,Right,1
Sporting CP,GonÃ§alo Esteves,500,17,70,39,60,65,SUB,2021-07-08,2024,Portugal,Right,1
ZagÅ‚Ä™bie Lubin,TomÃ¡Å¡ ZajÃ­c,2000,24,80,64,43,65,SUB,2020-08-03,2023,Slovakia,Right,1
Real Zaragoza,CÃ©sar Yanis,3000,25,78,51,58,68,RES,2018-01-01,2023,Panama,Right,1
Portimonense SC,Wilinton Aponza,2000,21,54,65,52,62,SUB,2021-07-01,2025,Colombia,Right,1
FÃºtbol Club JuÃ¡rez,Fernando JosÃ© Marques Maciel,3000,23,81,60,56,68,RES,2021-09-15,2025,Brazil,Right,1
Tranmere Rovers,Peter Michael Clarke,2000,39,30,42,46,38,CB,2020-01-01,2022,England,Right,1
Salford City,Ian Henderson,4000,36,59,66,61,66,ST,2020-07-29,2022,England,Right,1
Sportclub Verl,Mahir SaÄŸlÄ±k,600,38,54,62,53,67,SUB,2021-07-05,2022,Turkey,Left,1
FSV Zwickau,Ronny KÃ¶nig,700,38,31,69,48,49,LS,2016-07-01,2022,Germany,Left,1
Viktoria KÃ¶ln,Albert Bunjaku,1000,37,47,64,56,67,ST,2018-09-04,2022,Kosovo,Right,2
SD Amorebieta,Mikel Ãlvaro Salazar,1000,38,71,62,62,67,SUB,2017-01-16,2022,Spain,Right,1
CS Mioveni,Andrei Cristea,1000,37,55,64,60,63,SUB,2021-07-01,2022,Romania,Right,1
SC Rheindorf Altach,Philipp Netzer,2000,35,35,48,56,55,SUB,2009-08-24,2022,Austria,Left,1
Kristiansund BK,Amin Askar,800,35,69,61,61,69,SUB,2020-01-08,2021,Ethiopia,Right,1
Leyton Orient,Darren Antony Pratley,3000,36,42,60,61,63,CDM,2021-07-01,2022,England,Right,1
Colchester United,Luke Chambers,3000,35,49,26,53,54,CB,2021-07-01,2023,England,Right,1
Wrexham AFC,David Frank Llwyd Jones,500,36,46,60,68,63,SUB,2021-08-17,2022,England,Left,1
Mansfield Town,James Robert Perch,3000,35,51,48,57,57,SUB,2020-08-13,2022,England,Right,1
Bristol Rovers,Glenn Whelan,2000,37,33,59,64,62,SUB,2021-09-04,2023,Republic of Ireland,Right,2
Go Ahead Eagles,Jacob Mulenga,2000,37,57,66,49,54,SUB,2020-10-08,2022,Zambia,Right,1
Crawley Town,Joel Lynch,3000,33,47,44,52,49,SUB,2021-09-07,2022,Wales,Left,1
Suwon FC,ì–‘ë™í˜„ æ¢ä¸œç‚«,1000,35,37,67,52,63,RS,2021-01-07,2021,Korea Republic,Right,1
Oldham Athletic,Nicholas Willia Adams,3000,34,65,56,63,62,RWB,2021-01-22,2022,Wales,Right,1
AFC Wimbledon,Wesley Darius Donald Charles,2000,33,46,44,47,48,SUB,2021-07-03,2022,England,Left,1
Shamrock Rovers,Joseph Martin O'Brien,700,35,33,43,57,54,RCB,2018-01-27,2021,Republic of Ireland,Right,1
Swindon Town,Anthony Grant,4000,34,58,50,58,62,RDM,2020-01-06,2022,Jamaica,Right,1
Bristol Rovers,Mark Anthony Hughes,3000,34,32,35,49,47,CB,2021-07-01,2022,England,Right,1
FC U Craiova 1948,Hugo Filipe da Costa Oliveira,3000,32,77,62,62,67,ST,2021-07-07,2022,Portugal,Right,1
BrÃ¸ndby IF,Michael Lumb,3000,33,62,56,62,64,SUB,2021-01-05,2021,Denmark,Left,1
Bristol Rovers,Brett Douglas Pitman,4000,33,46,67,58,61,SUB,2021-07-30,2022,England,Right,1
Morecambe,Toumani Diagouraga,2000,34,53,57,60,60,CDM,2020-01-02,2022,France,Right,1
Charlton Athletic,Jason Daniel Pearce,2000,33,40,23,43,46,RES,2016-08-04,2022,England,Left,1
Dundee FC,Paul McGowan,2000,33,72,62,63,71,LW,2014-07-01,2022,Scotland,Right,1
Mansfield Town,Stephen Jude Quinn,4000,35,51,60,64,67,LCM,2021-07-01,2022,Republic of Ireland,Left,1
Dundee United,Mark Reynolds,2000,34,34,26,53,57,SUB,2019-07-01,2022,Scotland,Left,1
Charlton Athletic,Christopher Ross Gunter,2000,31,66,46,55,59,LB,2020-10-08,2022,Wales,Right,1
Oxford United,John Michael Lewis Mousinho,2000,35,47,52,58,57,SUB,2017-08-31,2023,England,Right,1
1. FSV Mainz 05,Stephan FÃ¼rstner,5000,33,47,46,60,61,RES,2021-08-15,2022,Germany,Right,1
SV Meppen,Valdet SkÃ«nder Rama,750,33,74,58,60,68,RES,2019-08-20,2022,Albania,Right,1
Odds BK,Magnus Lekven,1000,33,52,54,66,65,LCB,2021-01-15,2023,Norway,Right,1
Los Angeles FC,Jordan Harvey,1000,37,49,54,59,59,RES,2018-01-01,2021,United States,Left,1
Sandefjord Fotball,Harmeet Singh,1000,30,47,61,65,64,CM,2020-09-18,2022,Norway,Right,1
CD Lugo,Iriome GonzÃ¡lez GonzÃ¡lez,2000,34,78,62,54,65,SUB,2014-07-08,2022,Spain,Right,1
Western United FC,Nikolai Topor-Stanley,550,36,39,40,53,46,RCB,2021-07-29,2022,Australia,Left,1
Molde FK,Erling Knudtzon,2000,32,85,60,57,63,SUB,2019-01-08,2023,Norway,Right,1
FC U Craiova 1948,JÃ©rÃ©my Huyghebaert,2000,32,66,41,60,59,LB,2020-07-13,2022,Belgium,Left,1
Shanghai Shenhua FC,æ¨æ—­,4000,33,57,61,53,58,SUB,2020-07-15,2021,China PR,Right,1
MjÃ¸ndalen IF,Fredrik Brustad,1000,32,87,59,55,61,SUB,2019-01-11,2021,Norway,Right,1
Beijing Guoan FC,äºŽå¤§å®,5000,33,67,57,58,60,RCB,2014-12-27,2021,China PR,Right,2
Livingston FC,Marvin Clement Bartley,2000,34,43,46,57,60,RES,2019-07-01,2022,England,Right,1
Viking FK,Rolf Daniel VikstÃ¸l,1000,32,63,47,53,60,LB,2018-03-14,2021,Norway,Left,1
FC Voluntari,Adam Nemec,1000,35,44,65,46,61,ST,2021-08-02,2022,Slovakia,Left,1
Colchester United,Alan Christopher Judge,4000,32,58,63,67,67,LCM,2021-07-01,2023,Republic of Ireland,Right,1
Viking FK,Tommy HÃ¸iland,2000,32,73,64,52,65,SUB,2017-07-20,2022,Norway,Right,1
WisÅ‚a KrakÃ³w,Maciej Sadlok,2000,32,70,56,62,61,SUB,2014-07-01,2022,Poland,Left,1
Chennaiyin FC,Vladimir Koman Jr.,700,32,66,62,69,64,SUB,2021-09-04,2022,Hungary,Right,1
Newcastle Jets,Jason Hoffman,800,32,71,55,57,60,RWB,2015-07-16,2022,Australia,Right,1
Bruk-Bet Termalica Nieciecza,Martin Zeman,2000,32,82,61,64,68,SUB,2020-08-11,2022,Czech Republic,Left,1
FÃºtbol Club JuÃ¡rez,MartÃ­n Luis GalvÃ¡n Romo,3000,28,70,67,56,64,SUB,2020-08-11,2021,Mexico,Right,1
Chennaiyin FC,Ariel Borysiuk,700,29,66,55,61,63,RDM,2021-08-10,2022,Poland,Right,1
SC Freiburg II,Johannes Flum,1000,33,32,59,61,59,LCM,2020-08-20,2024,Germany,Right,1
1. FC Magdeburg,Alexander Bittroff,1000,32,71,43,55,63,LCB,2020-10-07,2022,Germany,Right,1
Crewe Alexandra,Luke John Murphy,3000,31,50,60,64,64,CDM,2020-09-04,2022,England,Right,1
Cambridge United,Gregory Vaughan Taylor,2000,31,57,39,53,55,LCB,2013-06-20,2022,England,Left,1
Gillingham,Stuart Antony Alan O'Keefe,2000,30,55,57,59,64,LDM,2019-07-01,2022,England,Right,1
St. Mirren,Curtis Lee Main,2000,29,70,63,48,58,RS,2021-07-01,2023,England,Right,1
Bristol Rovers,Paul Alexander Coutts,3000,32,52,55,63,63,SUB,2021-07-01,2022,Scotland,Right,1
Rochdale,Aidan Peter White,3000,29,78,55,58,61,SUB,2021-08-05,2023,Republic of Ireland,Left,1
StrÃ¸msgodset IF,Niklas Gunnarsson,1000,30,62,49,55,56,RCB,2020-02-03,2021,Norway,Right,1
SD Amorebieta,Aimar Sagastibeltza Caballero,1000,36,57,26,38,48,SUB,2019-07-09,2022,Spain,Right,1
Sarpsborg 08 FF,Mustafa Abdellaoue,1000,32,61,65,49,67,RES,2019-08-16,2021,Norway,Right,1
GÃ³rnik ÅÄ™czna,Janusz Krzysztof Gol,850,35,52,60,62,61,LCM,2021-07-09,2022,Poland,Right,1
Shimizu S-Pulse,æŒ‡å®¿ æ´‹å²,1000,30,42,63,46,57,SUB,2021-01-09,2022,Japan,Right,1
Morecambe,Jonathan Chiedozie Obika,2000,30,69,62,44,62,RES,2021-07-01,2023,England,Left,1
Mumbai City FC,Bradden Inman,900,29,77,58,59,64,LM,2021-09-07,2022,Australia,Right,1
Sarpsborg 08 FF,Mikael Dyrestam,1000,29,69,37,57,61,LCB,2020-08-04,2021,Guinea,Right,1
FC Viktoria 1889 Berlin,Christoph Menz,1000,32,64,42,59,63,RCB,2019-07-06,2022,Germany,Right,1
Yokohama FC,ä¼Šé‡Žæ³¢ é›…å½¦,850,35,46,46,58,51,RCB,2019-02-18,2022,Japan,Right,1
Pohang Steelers,ìž„ìƒí˜‘ å»‰æ¡‘,2000,32,70,63,59,66,RM,2021-01-04,2022,Korea Republic,Left,1
Seongnam FC,ê¶Œìˆœí˜• æƒçº¯äº¨,1000,35,44,64,68,65,SUB,2020-01-10,2021,Korea Republic,Right,1
Halmstads BK,Joseph Baffo,1000,28,69,37,41,38,LCB,2020-03-04,2022,Sweden,Right,1
IK Sirius,Tim Denny BjÃ¶rkstrÃ¶m,1000,30,67,37,55,54,RCB,2018-01-10,2022,Sweden,Right,1
Tranmere Rovers,Mark Duffy,2000,35,53,61,67,67,SUB,2021-08-31,2022,England,Right,1
Brisbane Roar,Scott Neville,1000,32,64,48,58,58,RCB,2019-07-01,2022,Australia,Right,1
Sandefjord Fotball,Marc Vales GonzÃ¡lez,1000,31,60,37,52,53,SUB,2018-07-25,2022,Andorra,Right,1
1. FC SaarbrÃ¼cken,Tobias JÃ¤nicke,2000,32,74,57,65,67,SUB,2017-07-01,2022,Germany,Right,1
Walsall,Ashton John Taylor,4000,30,47,36,41,44,SUB,2021-07-07,2023,Wales,Right,1
Gallos Blancos de QuerÃ©taro,Luis Guillermo Madrigal GutiÃ©rrez,3000,28,28,64,59,58,SUB,2021-07-01,2024,Mexico,Right,1
Dundee United,Nicholas Alexander McCormack Clark,2000,30,68,65,59,64,RS,2018-07-01,2023,Scotland,Right,1
Adana Demirspor,Osman TarÄ±k Ã‡amdal,4000,30,80,45,59,67,SUB,2020-02-02,2022,Turkey,Right,1
Morecambe,Aaron Keith Wildig,2000,29,73,59,62,66,SUB,2015-07-01,2022,England,Right,1
Brisbane Roar,Jack David Hingert,1000,30,70,37,57,62,SUB,2011-07-01,2022,Australia,Right,1
Sagan Tosu,Yong Gi Ryang,900,39,32,59,67,65,RES,2020-01-08,2022,Korea DPR,Right,1
Changchun Yatai FC,Po-Liang Chen,2000,32,82,60,61,68,SUB,2021-04-20,2021,Chinese Taipei,Right,1
Salford City,Ashley Thomas Eastham,5000,30,42,23,44,45,RCB,2020-01-31,2022,England,Left,1
Oxford United,Sam Thomas Winnall,3000,30,66,64,50,65,SUB,2020-09-11,2022,England,Right,1
SV Meppen,Luka TankuliÄ‡,750,30,72,62,56,66,CAM,2018-01-04,2023,Germany,Right,1
Deportivo TÃ¡chira FC,Marlon Antonio FernÃ¡ndez JimÃ©nez,500,35,61,56,63,68,SUB,2019-07-01,2021,Venezuela,Left,1
Club Always Ready,Edemir RodrÃ­guez Mercado,500,36,70,35,53,50,SUB,2020-01-01,2021,Bolivia,Right,1
Dundee United,Calum James Butcher,2000,30,54,59,59,63,SUB,2019-01-31,2024,England,Right,1
Shrewsbury Town,Ryan Michael Bowman,3000,29,68,63,47,60,SUB,2021-06-17,2023,England,Right,1
Crawley Town,George Francomb,3000,29,67,55,63,62,SUB,2018-07-01,2023,England,Right,1
Stevenage,Jake William Trevor Taylor,3000,29,69,56,62,65,RDM,2021-07-01,2023,Wales,Right,1
Dundee United,Mark Gerard Connolly,2000,29,51,28,47,45,SUB,2019-01-31,2023,Republic of Ireland,Right,1
Milton Keynes Dons,Joshua Mark McEachran,3000,28,57,46,68,68,SUB,2021-03-01,2022,England,Left,1
Club AtlÃ©tico Rentistas,DamiÃ¡n Alejandro Malrechauffe VerdÃºn,500,36,40,30,40,37,RCB,2021-04-22,2021,Uruguay,Right,1
MjÃ¤llby AIF,David Sebastian Magnus LÃ¶fquist,1000,34,53,61,64,63,RCM,2014-02-02,2023,Sweden,Right,1
Heart of Midlothian,Andrew William Halliday,2000,29,68,60,62,65,LWB,2020-09-28,2022,Scotland,Left,1
SV Wehen Wiesbaden,Stefan Stangl,2000,29,69,52,59,60,RES,2021-07-01,2022,Austria,Left,1
Tokushima Vortis,DuÅ¡an CvetinoviÄ‡,1000,32,52,46,54,55,RCB,2020-01-10,2022,Serbia,Right,1
Accrington Stanley,Harry David Balraj Pell,2000,29,57,62,61,58,RCM,2021-07-01,2024,England,Right,1
Bruk-Bet Termalica Nieciecza,Piotr WlazÅ‚o,2000,32,54,61,61,62,CM,2018-08-01,2022,Poland,Right,1
Colchester United,Thomas Michael Eastman,4000,29,42,32,49,53,RCB,2011-07-01,2023,England,Right,1
St. Patrick's Athletic,Robbie Benson,1000,29,65,61,65,65,CAM,2019-12-01,2021,Republic of Ireland,Left,1
Club Nacional,Orlando Gabriel Gaona Lugo,500,30,80,62,57,68,RM,2021-01-12,2021,Paraguay,Right,1
Salford City,Jason John Lowe,5000,29,57,51,59,59,RDM,2020-07-22,2023,England,Right,1
Sarpsborg 08 FF,Ole JÃ¸rgen Halvorsen,1000,33,67,58,59,65,RM,2017-01-08,2022,Norway,Right,1
AFC Wimbledon,Benjamin John Heneghan,2000,27,46,24,41,42,LCB,2020-11-19,2022,England,Right,1
1. FC Kaiserslautern,Kevin Kraus,1000,28,45,40,43,41,RES,2018-07-01,2022,Germany,Right,1
Suwon FC,ê¹€ìˆ˜ë²” é‡‘ç§€èŒƒ,1000,30,76,51,61,65,SUB,2021-07-06,2021,Korea Republic,Right,1
Odds BK,Kristoffer Knudsen Larsen,2000,29,72,61,57,68,SUB,2021-03-24,2021,Norway,Right,1
Colorado Rapids,Gabriel NicolÃ¡s Mezquida Sero,2000,29,53,60,62,71,SUB,2019-02-12,2025,Uruguay,Right,1
Gangwon FC,ì‹ ì„¸ê³„ ç”³è¥¿æ¡‚,2000,30,81,58,65,63,RCB,2020-01-05,2021,Korea Republic,Right,1
Morecambe,Scott Wootton,2000,29,50,25,47,55,RCB,2021-08-10,2022,England,Right,1
Portsmouth,Ellis Wade Harrison,4000,27,78,61,51,64,SUB,2019-06-21,2022,Wales,Right,1
SV Ried,Julian WieÃŸmeier,3000,28,75,59,60,68,RWB,2017-07-01,2022,Germany,Right,1
Viborg FF,Christian Nikolaj SÃ¸rensen,3000,28,80,56,60,64,LB,2019-07-09,2024,Denmark,Left,1
St. Johnstone FC,Christopher Kane,2000,26,76,59,49,62,SUB,2012-07-01,2023,Scotland,Right,1
Morecambe,Anthony Dean O'Connor,2000,28,65,44,56,56,LCB,2021-07-01,2023,Republic of Ireland,Right,1
Hallescher FC,Janek Sternberg,1000,28,71,48,59,61,SUB,2020-01-31,2022,Germany,Left,1
F.C. Hansa Rostock,Pascal Breier,3000,29,69,63,58,64,SUB,2018-01-01,2023,Germany,Right,1
Gillingham,Rhys Gordon Bennett,2000,29,63,39,53,53,SUB,2021-07-23,2023,England,Right,1
Ã–stersunds FK,Simon Robert Kroon,1000,28,82,57,59,64,SUB,2018-07-27,2021,Sweden,Right,1
Academia Puerto Cabello,JesÃºs Manuel Meza Moreno,500,35,78,64,60,68,CAM,2021-02-10,2025,Venezuela,Right,1
Vejle Boldklub,Jacob Toppel Schoop,3000,32,64,55,63,63,LCM,2018-06-16,2022,Denmark,Left,1
WisÅ‚a PÅ‚ock,Damian ZbozieÅ„,2000,32,68,52,57,60,SUB,2020-08-13,2022,Poland,Right,1
Adelaide United,Nicholas Ansell,1000,27,42,29,48,44,RCB,2021-07-30,2022,Australia,Right,1
AS Nancy Lorraine,Ogou Edmond Akichi,2000,31,68,50,58,65,SUB,2019-07-01,2022,CÃ´te d'Ivoire,Right,1
Odense Boldklub,Alexander Juel Andersen,3000,30,70,48,55,60,LCB,2020-01-08,2022,Denmark,Right,1
FC U Craiova 1948,Bradley Diallo,2000,30,57,30,49,55,LCB,2020-08-08,2022,France,Left,1
SK Brann,Vieux Yaya SanÃ©,1000,31,58,47,52,54,SUB,2021-05-10,2021,Senegal,Right,1
Salford City,Jordan Robert Turnbull,5000,26,57,27,45,51,SUB,2020-07-28,2022,England,Left,1
SC Bastia,Christophe Vincent,2000,28,65,50,63,64,RCM,2018-10-04,2023,France,Right,1
Cambridge United,Paul Andrew Digby,2000,26,45,52,58,56,RDM,2020-07-21,2023,England,Right,1
Plymouth Argyle,James William Bolton,3000,26,74,35,52,57,SUB,2021-06-24,2023,England,Right,1
Portsmouth,Louis Thompson,3000,26,64,50,62,66,SUB,2021-08-10,2022,Wales,Right,1
Toronto FC,Nick DeLeon,2000,30,67,62,63,64,SUB,2019-02-12,2021,United States,Right,1
Ross County FC,Dominic James Samuel,2000,27,75,62,52,65,SUB,2021-07-01,2023,England,Right,1
Leyton Orient,Callum Reilly,4000,27,63,61,63,64,SUB,2021-08-31,2022,Republic of Ireland,Left,1
Al Ittihad,Abdullah Fareed Al Hafith,8000,28,33,36,49,45,SUB,2020-10-25,2023,Saudi Arabia,Right,1
Daegu FC,í™©ìˆœë¯¼ é‡‘èƒœæ•,2000,30,70,59,62,64,LM,2012-01-01,2021,Korea Republic,Left,1
Toronto FC,Dom Dwyer,2000,30,65,66,51,64,SUB,2021-05-11,2022,United States,Left,1
GÃ³rnik ÅÄ™czna,MichaÅ‚ Mak,1000,29,84,62,59,64,RF,2021-02-10,2022,Poland,Right,1
